Model,Avg_B,Avg_Poisoning_Rate,Avg_ASR,Avg_TDR
gpt-4o,171.8181818181818,0.8634079488350845,0.9890727272727272,0.9763636363636364
gpt-4o-mini,171.8181818181818,0.8634079488350845,0.9908318181818182,0.9718181818181818
gpt-5-mini,171.8181818181818,0.8634079488350845,0.9881636363636364,0.9718181818181818
